event,H3K9ac,LD,Total H3,gate,treatment
5556,1.2127,1.1544,0.92975,H3Kac,SAHA 05 um
5560,1.0768,0.49876,1.0635,H3 Total,SAHA 05 um
5561,2.0153,0.4597,1.2766,H3 Total,SAHA 05 um
5564,1.5876,0.62999,0.75562,H3Kac,SAHA 05 um
5565,3.2206,1.316,0.90723,H3Kac,SAHA 05 um
5566,2.6964,0.69685,0.84208,H3Kac,SAHA 05 um
5568,1.5679,0.67023,2.1756,H3 Total,SAHA 05 um
5569,2.1644,0.94948,1.1592,H3 Total,SAHA 05 um
5570,1.0098,0.43344,2.5092,H3 Total,SAHA 05 um
5571,1.0237,1.8982,1.3993,H3 Total,SAHA 05 um
5572,1.7933,0.69389,2.0482,H3 Total,SAHA 05 um
5574,2.0826,1.9306,1.2881,H3 Total,SAHA 05 um
5575,1.6733,0.52845,0.79834,H3Kac,SAHA 05 um
5578,0.98796,0.86417,1.3302,H3 Total,SAHA 05 um
5579,2.9412,0.41786,1.3884,H3 Total,SAHA 05 um
5580,2.8479,0.80413,1.3011,H3 Total,SAHA 05 um
5583,2.3983,0.6765,2.8278,H3 Total,SAHA 05 um
5584,2.2353,0.39196,1.1234,H3 Total,SAHA 05 um
5586,1.9662,0.53234,1.3203,H3 Total,SAHA 05 um
5587,1.7876,0.58748,1.0337,H3 Total,SAHA 05 um
5590,0.96785,0.91636,1.6587,H3 Total,SAHA 05 um
5591,1.6835,1.2292,2.4754,H3 Total,SAHA 05 um
5592,2.8122,1.0677,3.3418,H3 Total,SAHA 05 um
5593,2.8163,0.50777,1.3221,H3 Total,SAHA 05 um
5595,2.8602,0.90369,1.6515,H3 Total,SAHA 05 um
5597,0.26477,1.0562,2.5357,H3 Total,SAHA 05 um
5598,1.2053,0.37905,0.79462,H3Kac,SAHA 05 um
5599,1.2508,1.1927,2.787,H3 Total,SAHA 05 um
5600,2.1623,0.49954,0.89554,H3Kac,SAHA 05 um
5601,3.1729,0.50384,0.99884,H3Kac,SAHA 05 um
5603,1.3788,0.53495,2.1311,H3 Total,SAHA 05 um
5604,1.8217,0.61361,0.76482,H3Kac,SAHA 05 um
5605,0.073026,1.0697,1.374,H3 Total,SAHA 05 um
5606,1.9125,0.70929,1.1179,H3 Total,SAHA 05 um
5610,2.6352,0.47062,1.5318,H3 Total,SAHA 05 um
5611,2.0361,0.92883,1.5537,H3 Total,SAHA 05 um
5612,0.91083,0.87917,1.4945,H3 Total,SAHA 05 um
5613,2.287,1.1803,2.8121,H3 Total,SAHA 05 um
5614,2.5425,1.994,2.3535,H3 Total,SAHA 05 um
5615,1.8103,1.5764,2.4741,H3 Total,SAHA 05 um
5616,0.94666,0.33855,0.77354,H3Kac,SAHA 05 um
5617,1.64,0.55484,0.94761,H3Kac,SAHA 05 um
5618,1.7458,0.65612,1.5795,H3 Total,SAHA 05 um
5619,1.6236,1.8629,0.85605,H3Kac,SAHA 05 um
5620,2.5614,1.1155,1.9286,H3 Total,SAHA 05 um
5622,0.3651,0.52607,1.0994,H3 Total,SAHA 05 um
5623,0.66756,2.0568,0.5258,H3Kac,SAHA 05 um
5624,0.75963,1.8559,0.9887,H3Kac,SAHA 05 um
5626,2.358,0.4248,2.036,H3 Total,SAHA 05 um
5627,2.6361,1.6894,0.79054,H3Kac,SAHA 05 um
5631,0.9023,0.57293,1.067,H3 Total,SAHA 05 um
5632,1.0828,0.85605,1.8438,H3 Total,SAHA 05 um
5633,3.5326,0.30256,1.9863,H3 Total,SAHA 05 um
5634,2.2437,0.4016,0.80021,H3Kac,SAHA 05 um
5636,2.0729,0.99158,1.7954,H3 Total,SAHA 05 um
5639,2.4356,0.44464,0.90571,H3Kac,SAHA 05 um
5640,2.1697,1.6526,1.47,H3 Total,SAHA 05 um
5641,2.4632,0.59998,1.517,H3 Total,SAHA 05 um
5643,2.1139,0.39813,0.82358,H3Kac,SAHA 05 um
5644,1.855,0.41426,2.4222,H3 Total,SAHA 05 um
5645,1.0442,0.62983,1.2264,H3 Total,SAHA 05 um
5647,0.85551,0.48442,2.1661,H3 Total,SAHA 05 um
5648,2.4906,0.6065,0.9384,H3Kac,SAHA 05 um
5650,1.4004,1.4217,0.81902,H3Kac,SAHA 05 um
5651,1.3901,1.4665,2.6896,H3 Total,SAHA 05 um
5652,3.2493,0.38685,1.536,H3 Total,SAHA 05 um
5653,0.87662,0.37259,1.2435,H3 Total,SAHA 05 um
5654,2.5673,0.96515,1.7195,H3 Total,SAHA 05 um
5655,1.5302,1.8742,0.86948,H3Kac,SAHA 05 um
5656,2.2444,0.42711,1.0708,H3 Total,SAHA 05 um
5658,1.7261,1.635,1.032,H3 Total,SAHA 05 um
5660,3.3004,1.4528,1.2113,H3 Total,SAHA 05 um
5662,1.6967,0.5395,0.97947,H3Kac,SAHA 05 um
5663,1.3493,0.47782,2.4629,H3 Total,SAHA 05 um
5666,2.2522,0.46188,1.2056,H3 Total,SAHA 05 um
5667,1.2882,0.54096,1.7507,H3 Total,SAHA 05 um
5669,1.7604,0.76917,3.209,H3 Total,SAHA 05 um
5670,2.499,0.38149,1.0998,H3 Total,SAHA 05 um
5672,0.89708,1.5269,0.83236,H3Kac,SAHA 05 um
5673,1.4609,1.956,3.0084,H3 Total,SAHA 05 um
5674,1.5519,0.59008,1.224,H3 Total,SAHA 05 um
5675,3.465,0.52283,2.3179,H3 Total,SAHA 05 um
5677,2.2873,1.9799,2.1548,H3 Total,SAHA 05 um
5678,2.9343,0.49993,2.4647,H3 Total,SAHA 05 um
5679,0.97644,1.6179,0.791,H3Kac,SAHA 05 um
5680,3.465,0.40564,1.1747,H3 Total,SAHA 05 um
5683,0.90913,1.847,2.3824,H3 Total,SAHA 05 um
5688,1.8724,1.162,1.1768,H3 Total,SAHA 05 um
5689,3.1131,0.96788,2.0204,H3 Total,SAHA 05 um
5690,3.5019,1.3403,0.7659,H3Kac,SAHA 05 um
5691,1.6922,1.0295,0.86535,H3Kac,SAHA 05 um
5692,1.3122,0.74874,1.6204,H3 Total,SAHA 05 um
5694,3.4705,1.5978,1.6748,H3 Total,SAHA 05 um
5695,0.77242,1.5265,3.3868,H3 Total,SAHA 05 um
5696,2.2721,1.0301,0.7466,H3Kac,SAHA 05 um
5699,2.1954,0.35823,0.75383,H3Kac,SAHA 05 um
5700,2.5114,1.0316,1.1165,H3 Total,SAHA 05 um
5701,2.0015,1.5429,1.3531,H3 Total,SAHA 05 um
5702,1.6737,0.51425,0.93479,H3Kac,SAHA 05 um
5704,1.8174,0.45922,1.2645,H3 Total,SAHA 05 um
5705,2.2105,0.7259,1.2286,H3 Total,SAHA 05 um
5707,1.6658,0.41102,0.94429,H3Kac,SAHA 05 um
5710,1.8072,0.48632,0.88007,H3Kac,SAHA 05 um
5711,2.4981,1.0658,1.3148,H3 Total,SAHA 05 um
5712,1.8017,0.72276,1.9227,H3 Total,SAHA 05 um
5713,2.0478,0.51008,2.0665,H3 Total,SAHA 05 um
5714,2.1954,1.5693,0.59591,H3Kac,SAHA 05 um
5716,1.2475,0.50475,1.0894,H3 Total,SAHA 05 um
5718,2.6982,0.36094,0.93469,H3Kac,SAHA 05 um
5719,2.9716,0.66507,2.7883,H3 Total,SAHA 05 um
5720,1.8037,0.54283,2.2664,H3 Total,SAHA 05 um
5721,2.8658,1.0708,1.7658,H3 Total,SAHA 05 um
5722,1.8755,0.5083,1.4846,H3 Total,SAHA 05 um
5723,2.5837,1.1913,0.17173,H3Kac,SAHA 05 um
5727,3.9131,0.70297,2.347,H3 Total,SAHA 05 um
5728,2.1374,0.68016,1.3349,H3 Total,SAHA 05 um
5729,2.676,0.69086,1.3882,H3 Total,SAHA 05 um
5731,1.8974,0.51505,1.3852,H3 Total,SAHA 05 um
5732,0.69155,0.30709,1.4636,H3 Total,SAHA 05 um
5733,2.5456,1.3019,1.2873,H3 Total,SAHA 05 um
5734,2.5416,0.61661,0.83745,H3Kac,SAHA 05 um
5735,2.5908,0.6508,2.8835,H3 Total,SAHA 05 um
5736,1.1062,0.53895,1.2117,H3 Total,SAHA 05 um
5737,0.73904,0.51306,3.1474,H3 Total,SAHA 05 um
5738,2.2592,0.54821,1.1995,H3 Total,SAHA 05 um
5739,0.63298,0.33152,2.6197,H3 Total,SAHA 05 um
5740,1.6894,1.0783,1.366,H3 Total,SAHA 05 um
5741,1.9257,0.60111,1.7839,H3 Total,SAHA 05 um
5742,2.1166,1.6666,1.5572,H3 Total,SAHA 05 um
5743,0.49787,1.4441,2.6185,H3 Total,SAHA 05 um
5744,2.0099,0.35881,1.9637,H3 Total,SAHA 05 um
5745,2.0905,1.9247,1.6667,H3 Total,SAHA 05 um
5746,2.3951,1.5256,0.78389,H3Kac,SAHA 05 um
5747,1.8683,0.27224,1.6925,H3 Total,SAHA 05 um
5748,1.7999,1.0214,2.6417,H3 Total,SAHA 05 um
5749,0.92805,1.2123,0.82892,H3Kac,SAHA 05 um
5750,3.0663,0.97251,2.0576,H3 Total,SAHA 05 um
5752,2.6998,0.5375,1.4909,H3 Total,SAHA 05 um
5753,2.1888,0.82463,0.55796,H3Kac,SAHA 05 um
5754,2.2583,0.45699,1.0771,H3 Total,SAHA 05 um
5755,2.8096,0.60081,1.3923,H3 Total,SAHA 05 um
5757,2.041,0.26541,0.8765,H3Kac,SAHA 05 um
5759,1.5717,0.51625,0.79388,H3Kac,SAHA 05 um
5760,1.963,0.88126,1.4082,H3 Total,SAHA 05 um
5761,2.321,1.5051,1.9038,H3 Total,SAHA 05 um
5762,2.5691,0.62024,1.798,H3 Total,SAHA 05 um
5763,1.3557,1.794,1.2803,H3 Total,SAHA 05 um
5764,1.4454,0.3215,1.3575,H3 Total,SAHA 05 um
5765,0.93571,0.3646,1.8687,H3 Total,SAHA 05 um
5767,0.91534,0.32325,1.7585,H3 Total,SAHA 05 um
5768,1.8685,1.8052,0.9852,H3Kac,SAHA 05 um
5769,1.1018,0.41229,1.1647,H3 Total,SAHA 05 um
5770,1.0034,0.53419,0.11078,H3Kac,SAHA 05 um
5771,2.8228,1.3098,0.80179,H3Kac,SAHA 05 um
5772,2.0155,1.1379,1.8721,H3 Total,SAHA 05 um
5774,3.1677,0.65208,0.59209,H3Kac,SAHA 05 um
5775,1.7506,0.42288,2.3874,H3 Total,SAHA 05 um
5776,3.8884,1.2914,1.6611,H3 Total,SAHA 05 um
5777,3.7016,1.015,0.82291,H3Kac,SAHA 05 um
5778,3.0676,2.0531,1.2898,H3 Total,SAHA 05 um
5779,1.7188,0.63242,2.47,H3 Total,SAHA 05 um
5780,3.0297,0.87096,2.8717,H3 Total,SAHA 05 um
5781,2.5293,0.55392,2.0329,H3 Total,SAHA 05 um
5783,3.9134,0.88534,1.1764,H3 Total,SAHA 05 um
5784,3.1316,0.75643,1.2708,H3 Total,SAHA 05 um
5785,2.3841,0.48202,1.419,H3 Total,SAHA 05 um
5787,3.2864,0.74535,0.88843,H3Kac,SAHA 05 um
5788,3.8344,0.74482,2.0708,H3 Total,SAHA 05 um
5789,1.9716,0.45459,0.94823,H3Kac,SAHA 05 um
5790,0.041894,1.5862,1.5265,H3 Total,SAHA 05 um
5791,2.0665,0.52709,2.8054,H3 Total,SAHA 05 um
5792,1.2048,1.8394,1.172,H3 Total,SAHA 05 um
5793,1.1995,1.7798,0.52886,H3Kac,SAHA 05 um
5797,2.2936,0.51659,1.0152,H3 Total,SAHA 05 um
5799,0.73156,0.41515,1.0142,H3 Total,SAHA 05 um
5800,0.52167,0.43979,1.7652,H3 Total,SAHA 05 um
5803,0.97876,0.47757,2.0256,H3 Total,SAHA 05 um
5804,2.3101,0.40069,2.0646,H3 Total,SAHA 05 um
5805,1.3401,0.72555,0.98138,H3Kac,SAHA 05 um
5807,3.0791,0.40988,1.6343,H3 Total,SAHA 05 um
5808,1.8154,1.7159,1.3627,H3 Total,SAHA 05 um
5809,2.1735,0.32661,0.95562,H3Kac,SAHA 05 um
5810,2.8856,0.46407,2.4527,H3 Total,SAHA 05 um
5811,1.85,0.49746,0.73845,H3Kac,SAHA 05 um
5812,2.2504,0.38226,0.506,H3Kac,SAHA 05 um
5814,3.2001,0.71454,1.8042,H3 Total,SAHA 05 um
5815,0.70124,0.31591,0.79378,H3Kac,SAHA 05 um
5816,2.224,0.69533,0.91555,H3Kac,SAHA 05 um
5817,1.1509,0.35438,0.81646,H3Kac,SAHA 05 um
5818,2.3557,0.47378,1.5857,H3 Total,SAHA 05 um
5820,2.0003,0.64447,1.7703,H3 Total,SAHA 05 um
5821,2.2152,0.38887,1.9079,H3 Total,SAHA 05 um
5822,0.63327,0.70664,1.0703,H3 Total,SAHA 05 um
5824,3.4777,0.91972,1.356,H3 Total,SAHA 05 um
5826,2.364,0.37374,1.5797,H3 Total,SAHA 05 um
5827,2.7974,0.34433,0.89494,H3Kac,SAHA 05 um
5828,0.55281,0.46626,0.94295,H3Kac,SAHA 05 um
5829,1.6627,0.8505,0.75491,H3Kac,SAHA 05 um
5830,1.2082,0.9187,0.5535,H3Kac,SAHA 05 um
5831,1.8804,1.5147,0.86309,H3Kac,SAHA 05 um
5832,1.6096,1.0602,0.77454,H3Kac,SAHA 05 um
5833,1.5772,0.70553,0.24214,H3Kac,SAHA 05 um
5834,1.2815,0.47254,2.028,H3 Total,SAHA 05 um
5835,1.0852,0.48014,2.5246,H3 Total,SAHA 05 um
5836,2.0154,0.88305,1.6963,H3 Total,SAHA 05 um
5837,1.6815,0.5124,1.0611,H3 Total,SAHA 05 um
5838,0.62965,1.6408,0.22419,H3Kac,SAHA 05 um
5841,1.7785,0.4594,1.3949,H3 Total,SAHA 05 um
5842,3.7266,1.741,0.54179,H3Kac,SAHA 05 um
5844,2.5715,0.76781,1.2092,H3 Total,SAHA 05 um
5845,1.6511,0.43718,1.9118,H3 Total,SAHA 05 um
5846,1.9524,0.32159,0.89835,H3Kac,SAHA 05 um
5847,2.5802,0.52784,0.91494,H3Kac,SAHA 05 um
5850,1.0234,0.76545,1.5456,H3 Total,SAHA 05 um
5851,1.7486,0.96851,1.2456,H3 Total,SAHA 05 um
5852,3.2832,0.57995,2.7332,H3 Total,SAHA 05 um
5855,1.924,0.38042,1.2677,H3 Total,SAHA 05 um
5859,2.0912,1.2215,1.1995,H3 Total,SAHA 05 um
5860,2.5836,0.35664,0.75994,H3Kac,SAHA 05 um
5861,1.5027,0.36284,0.75616,H3Kac,SAHA 05 um
5863,2.7646,1.6048,1.0334,H3 Total,SAHA 05 um
5865,1.9936,0.36736,0.49785,H3Kac,SAHA 05 um
5866,1.5322,0.95448,1.3751,H3 Total,SAHA 05 um
5869,2.1035,0.44305,1.3375,H3 Total,SAHA 05 um
5870,1.0213,0.38685,1.9085,H3 Total,SAHA 05 um
5871,1.2328,1.3149,0.82358,H3Kac,SAHA 05 um
5873,1.4772,0.41344,0.92299,H3Kac,SAHA 05 um
5874,1.8645,0.49514,2.4363,H3 Total,SAHA 05 um
5875,2.7376,0.63164,1.1012,H3 Total,SAHA 05 um
5877,1.9034,1.2645,1.1847,H3 Total,SAHA 05 um
5878,2.3082,0.93551,2.7187,H3 Total,SAHA 05 um
5879,1.7462,0.47421,1.1935,H3 Total,SAHA 05 um
5881,2.0363,0.41592,2.7021,H3 Total,SAHA 05 um
5882,2.1395,1.2208,1.6126,H3 Total,SAHA 05 um
5883,2.1456,0.28487,0.72712,H3Kac,SAHA 05 um
5884,0.97341,0.73527,1.441,H3 Total,SAHA 05 um
5885,1.2809,1.0428,1.5299,H3 Total,SAHA 05 um
5886,0.48666,0.43996,2.2919,H3 Total,SAHA 05 um
5888,3.4412,1.2435,3.0744,H3 Total,SAHA 05 um
5890,2.0725,0.36588,1.7948,H3 Total,SAHA 05 um
5891,1.4729,1.8699,1.9892,H3 Total,SAHA 05 um
5892,1.3727,0.65879,1.5158,H3 Total,SAHA 05 um
5894,1.4741,0.52465,0.98435,H3Kac,SAHA 05 um
5895,3.3408,0.4362,0.96504,H3Kac,SAHA 05 um
5896,0.91096,1.6464,1.0625,H3 Total,SAHA 05 um
5898,1.0106,0.34466,0.86486,H3Kac,SAHA 05 um
5899,1.0396,1.2183,0.47989,H3Kac,SAHA 05 um
5900,0.75949,0.34657,0.77619,H3Kac,SAHA 05 um
5901,2.5727,0.44183,1.5618,H3 Total,SAHA 05 um
5902,3.3334,0.54786,1.6414,H3 Total,SAHA 05 um
5903,2.3777,0.50051,0.97641,H3Kac,SAHA 05 um
5905,2.4676,0.97293,1.5879,H3 Total,SAHA 05 um
5906,2.179,0.74981,2.1471,H3 Total,SAHA 05 um
5907,3.6494,1.5863,0.66539,H3Kac,SAHA 05 um
5908,3.1752,0.8504,2.1059,H3 Total,SAHA 05 um
5909,1.5922,2.0155,1.1199,H3 Total,SAHA 05 um
5910,1.5272,0.54075,1.0051,H3Kac,SAHA 05 um
5911,2.0111,1.7084,1.3451,H3 Total,SAHA 05 um
5912,0.64672,1.0316,2.648,H3 Total,SAHA 05 um
5913,2.2579,0.37585,1.9322,H3 Total,SAHA 05 um
5915,1.6707,0.74954,0.95448,H3Kac,SAHA 05 um
5917,3.0093,1.1562,0.81987,H3Kac,SAHA 05 um
5921,2.8744,0.55853,1.6308,H3 Total,SAHA 05 um
5922,0.21763,1.6199,1.6502,H3 Total,SAHA 05 um
5924,1.2115,1.1325,1.7662,H3 Total,SAHA 05 um
5925,0.57214,1.4016,0.22384,H3Kac,SAHA 05 um
5926,1.3595,1.154,0.94357,H3Kac,SAHA 05 um
5927,2.7949,1.1938,1.3528,H3 Total,SAHA 05 um
5930,1.2825,0.4008,1.0783,H3 Total,SAHA 05 um
5931,2.8539,0.58112,2.1466,H3 Total,SAHA 05 um
5933,1.8763,0.42009,0.93592,H3Kac,SAHA 05 um
5934,0.9662,0.92299,0.7373,H3Kac,SAHA 05 um
5935,1.2525,0.32396,2.07,H3 Total,SAHA 05 um
5937,1.092,0.49876,2.8185,H3 Total,SAHA 05 um
5938,1.9829,0.36662,0.716,H3Kac,SAHA 05 um
5940,1.4112,0.35304,1.0757,H3 Total,SAHA 05 um
5941,1.4049,0.49488,0.62881,H3Kac,SAHA 05 um
5942,0.78503,0.47714,1.6231,H3 Total,SAHA 05 um
5943,2.9076,0.90632,0.96221,H3Kac,SAHA 05 um
5944,3.308,1.0369,1.6685,H3 Total,SAHA 05 um
5945,1.4179,0.36382,0.55251,H3Kac,SAHA 05 um
5946,1.7214,0.9417,0.24866,H3Kac,SAHA 05 um
5948,0.6515,0.77509,1.2789,H3 Total,SAHA 05 um
5950,2.8435,0.41658,1.1355,H3 Total,SAHA 05 um
5951,1.7873,0.3326,0.77536,H3Kac,SAHA 05 um
5952,1.7891,0.52438,0.88544,H3Kac,SAHA 05 um
5953,0.66396,0.47211,1.4056,H3 Total,SAHA 05 um
5954,3.1872,1.3664,2.8269,H3 Total,SAHA 05 um
5955,1.8925,1.441,3.2548,H3 Total,SAHA 05 um
5957,2.5441,0.53111,2.2903,H3 Total,SAHA 05 um
5958,1.6189,0.48392,1.7748,H3 Total,SAHA 05 um
5960,2.95,0.53916,1.5998,H3 Total,SAHA 05 um
5962,1.5453,1.5032,1.0486,H3 Total,SAHA 05 um
5963,1.825,1.9123,2.9101,H3 Total,SAHA 05 um
5964,0.83043,1.0454,1.74,H3 Total,SAHA 05 um
5965,3.1641,1.3558,0.88385,H3Kac,SAHA 05 um
5966,3.0686,0.4102,0.86339,H3Kac,SAHA 05 um
5967,1.6769,0.55633,2.8138,H3 Total,SAHA 05 um
5968,3.0357,0.51206,1.2831,H3 Total,SAHA 05 um
5969,3.6695,0.45994,0.75994,H3Kac,SAHA 05 um
5970,1.8121,1.7167,0.6804,H3Kac,SAHA 05 um
5971,1.1821,0.9887,2.2302,H3 Total,SAHA 05 um
5972,1.9205,0.40418,0.88683,H3Kac,SAHA 05 um
5973,2.4989,0.49611,1.7451,H3 Total,SAHA 05 um
5975,1.12,1.3174,1.1089,H3 Total,SAHA 05 um
5976,1.241,0.75383,0.89835,H3Kac,SAHA 05 um
5977,2.596,0.53936,0.59344,H3Kac,SAHA 05 um
5978,2.1512,0.43327,2.6942,H3 Total,SAHA 05 um
5979,2.6101,0.55335,0.89835,H3Kac,SAHA 05 um
5981,1.4343,0.33409,0.90037,H3Kac,SAHA 05 um
5982,0.82798,1.4593,2.0802,H3 Total,SAHA 05 um
5983,1.2469,0.44346,3.8136,H3 Total,SAHA 05 um
5984,2.1732,1.5071,1.2605,H3 Total,SAHA 05 um
5985,2.2415,1.7246,1.6218,H3 Total,SAHA 05 um
5986,1.2466,1.0165,2.6963,H3 Total,SAHA 05 um
5987,3.184,1.3396,1.0893,H3 Total,SAHA 05 um
5988,2.6085,0.44799,2.4856,H3 Total,SAHA 05 um
5989,2.4152,1.8798,2.03,H3 Total,SAHA 05 um
5990,1.8586,0.44393,2.4056,H3 Total,SAHA 05 um
5991,2.858,0.43799,0.99126,H3Kac,SAHA 05 um
5992,1.7237,0.41015,1.785,H3 Total,SAHA 05 um
5993,0.65711,0.32002,0.82377,H3Kac,SAHA 05 um
5995,1.0538,0.37039,1.7994,H3 Total,SAHA 05 um
5996,1.032,1.5928,0.88017,H3Kac,SAHA 05 um
5997,0.91723,0.41399,3.0039,H3 Total,SAHA 05 um
5998,3.0076,0.5906,1.2117,H3 Total,SAHA 05 um
5999,1.3013,0.32634,1.18,H3 Total,SAHA 05 um
6000,1.4641,1.7208,1.3289,H3 Total,SAHA 05 um
6001,2.6513,0.40505,1.1061,H3 Total,SAHA 05 um
6004,1.1248,0.49437,2.4744,H3 Total,SAHA 05 um
6006,0.37756,0.50051,1.2791,H3 Total,SAHA 05 um
6010,0.37565,1.9944,1.278,H3 Total,SAHA 05 um
6011,1.4145,1.9846,1.6651,H3 Total,SAHA 05 um
6013,3.1426,0.45885,1.2253,H3 Total,SAHA 05 um
6014,0.96902,0.3295,1.8171,H3 Total,SAHA 05 um
6016,2.9372,1.847,0.86998,H3Kac,SAHA 05 um
6017,1.5407,1.4557,2.7639,H3 Total,SAHA 05 um
6019,1.5202,0.41426,0.85839,H3Kac,SAHA 05 um
6021,0.90699,0.35794,0.92187,H3Kac,SAHA 05 um
6023,1.3014,1.8494,1.1146,H3 Total,SAHA 05 um
6024,2.1514,0.45597,1.9777,H3 Total,SAHA 05 um
6025,2.8246,0.64487,2.1153,H3 Total,SAHA 05 um
6026,2.4808,0.43585,0.73977,H3Kac,SAHA 05 um
6027,0.64879,1.9049,3.321,H3 Total,SAHA 05 um
6028,1.3295,2.0364,2.0348,H3 Total,SAHA 05 um
6029,0.49932,0.50279,1.5663,H3 Total,SAHA 05 um
6030,2.2258,1.7437,0.96378,H3Kac,SAHA 05 um
6031,2.6828,0.33865,0.71264,H3Kac,SAHA 05 um
6032,2.4276,0.53261,1.9993,H3 Total,SAHA 05 um
6034,0.99741,1.2621,1.9351,H3 Total,SAHA 05 um
6035,1.5214,0.49895,2.6602,H3 Total,SAHA 05 um
6036,1.772,1.4029,1.4373,H3 Total,SAHA 05 um
6037,1.9772,1.8014,0.87482,H3Kac,SAHA 05 um
6039,1.3663,1.6831,1.4228,H3 Total,SAHA 05 um
6040,2.8522,0.68365,2.7053,H3 Total,SAHA 05 um
6041,2.1661,0.68868,2.1181,H3 Total,SAHA 05 um
6042,2.3335,0.57995,2.7831,H3 Total,SAHA 05 um
6043,1.3839,0.50672,0.63874,H3Kac,SAHA 05 um
6045,2.556,1.8143,1.1554,H3 Total,SAHA 05 um
6046,2.4157,1.3381,3.2021,H3 Total,SAHA 05 um
6048,1.289,1.8052,0.68566,H3Kac,SAHA 05 um
6049,1.0912,1.0047,0.80751,H3Kac,SAHA 05 um
6050,2.3112,0.60172,2.7777,H3 Total,SAHA 05 um
6051,0.88716,0.74004,1.5574,H3 Total,SAHA 05 um
6052,1.1894,0.6649,1.0582,H3 Total,SAHA 05 um
6054,1.6615,0.50876,1.6833,H3 Total,SAHA 05 um
6055,2.0536,0.45831,1.7485,H3 Total,SAHA 05 um
6057,3.3029,0.73924,0.97251,H3Kac,SAHA 05 um
6058,1.4742,0.42927,1.0085,H3Kac,SAHA 05 um
6061,1.9086,0.55434,0.77847,H3Kac,SAHA 05 um
6062,2.2412,0.45741,1.4541,H3 Total,SAHA 05 um
6063,0.52436,1.6674,0.05614,H3Kac,SAHA 05 um
6064,2.2097,0.32303,0.8683,H3Kac,SAHA 05 um
6065,3.3337,0.54927,0.57797,H3Kac,SAHA 05 um
6066,2.8375,1.6195,2.5177,H3 Total,SAHA 05 um
6070,2.4228,0.52425,2.1478,H3 Total,SAHA 05 um
6072,1.3504,0.38654,0.66515,H3Kac,SAHA 05 um
6073,1.8018,0.442,2.4898,H3 Total,SAHA 05 um
6074,1.4844,0.63636,1.0123,H3 Total,SAHA 05 um
6075,1.4909,0.53015,0.76971,H3Kac,SAHA 05 um
6076,1.5335,0.89113,0.76102,H3Kac,SAHA 05 um
6077,3.5909,0.32111,0.99158,H3Kac,SAHA 05 um
6078,0.67786,0.36402,0.74794,H3Kac,SAHA 05 um
6079,1.2869,0.55804,1.2178,H3 Total,SAHA 05 um
6080,1.3922,0.39232,1.5249,H3 Total,SAHA 05 um
6081,2.4399,0.42204,0.9575,H3Kac,SAHA 05 um
6082,0.70538,1.2363,1.7001,H3 Total,SAHA 05 um
6083,0.89253,0.34681,0.88245,H3Kac,SAHA 05 um
6085,2.0858,0.40819,0.77482,H3Kac,SAHA 05 um
6086,1.8825,0.79239,2.3651,H3 Total,SAHA 05 um
6088,1.4832,2.0427,0.86889,H3Kac,SAHA 05 um
6089,1.8083,0.33787,1.0114,H3 Total,SAHA 05 um
6090,1.1935,1.6099,1.2831,H3 Total,SAHA 05 um
6091,3.9121,1.6936,1.0844,H3 Total,SAHA 05 um
6093,1.3181,0.34021,2.9135,H3 Total,SAHA 05 um
6094,1.9613,1.1706,0.76781,H3Kac,SAHA 05 um
6095,1.7067,0.68507,1.9553,H3 Total,SAHA 05 um
6096,3.0224,0.71652,0.7329,H3Kac,SAHA 05 um
6097,2.0965,0.73845,1.6694,H3 Total,SAHA 05 um
6098,1.1939,0.49206,1.9338,H3 Total,SAHA 05 um
6099,1.7805,0.39749,0.93438,H3Kac,SAHA 05 um
6100,2.1912,1.1693,1.0596,H3 Total,SAHA 05 um
6101,1.4617,0.87531,1.2427,H3 Total,SAHA 05 um
6103,2.2196,0.40037,1.3918,H3 Total,SAHA 05 um
6105,1.3681,1.2866,1.5445,H3 Total,SAHA 05 um
6108,1.0562,0.40841,1.0275,H3 Total,SAHA 05 um
6110,2.9794,1.1211,0.90037,H3Kac,SAHA 05 um
6111,1.4074,0.97609,0.91361,H3Kac,SAHA 05 um
6112,1.4524,0.35861,0.84439,H3Kac,SAHA 05 um
6113,0.62945,0.37772,0.99627,H3Kac,SAHA 05 um
6116,2.4574,0.39543,1.374,H3 Total,SAHA 05 um
6118,1.4001,1.0773,0.68968,H3Kac,SAHA 05 um
6119,0.72251,0.4528,1.2338,H3 Total,SAHA 05 um
6120,2.7633,0.47415,1.3163,H3 Total,SAHA 05 um
6121,1.6766,0.68466,1.5947,H3 Total,SAHA 05 um
6122,2.4864,0.3689,1.3364,H3 Total,SAHA 05 um
6123,0.88279,0.72922,0.74367,H3Kac,SAHA 05 um
6126,1.4133,0.34132,0.59696,H3Kac,SAHA 05 um
6127,0.54204,0.93386,0.96158,H3Kac,SAHA 05 um
6128,2.1526,0.64343,1.7396,H3 Total,SAHA 05 um
6129,1.3479,0.56375,1.3171,H3 Total,SAHA 05 um
6130,1.7963,0.32803,0.82415,H3Kac,SAHA 05 um
6131,2.9218,0.53888,1.9028,H3 Total,SAHA 05 um
6132,1.9397,0.38242,1.066,H3 Total,SAHA 05 um
6136,2.9449,0.81052,1.4,H3 Total,SAHA 05 um
