event,H3K9ac,LD,Total H3,gate,treatment
4906,1.659,0.2023,1.9114,H3 Total,SAHA 05 um
4907,0.35037,1.1227,3.7887,H3 Total,SAHA 05 um
4908,1.5915,0.45699,1.1776,H3 Total,SAHA 05 um
4909,3.755,0.40182,0.95573,H3Kac,SAHA 05 um
4912,1.6942,0.19554,1.6103,H3 Total,SAHA 05 um
4913,0.61587,1.172,1.4816,H3 Total,SAHA 05 um
4916,1.3239,1.0104,1.0166,H3 Total,SAHA 05 um
4917,2.701,1.8901,0.99926,H3Kac,SAHA 05 um
4918,2.7358,0.23139,0.94959,H3Kac,SAHA 05 um
4919,0.71257,0.26654,0.83351,H3Kac,SAHA 05 um
4921,2.4588,0.21762,3.1785,H3 Total,SAHA 05 um
4923,1.2106,0.23761,3.3772,H3 Total,SAHA 05 um
4925,3.0672,0.32581,1.3623,H3 Total,SAHA 05 um
4926,2.961,0.35678,1.4011,H3 Total,SAHA 05 um
4927,2.0987,0.38134,1.3407,H3 Total,SAHA 05 um
4929,3.5043,0.39012,0.8766,H3Kac,SAHA 05 um
4932,3.9133,0.99798,0.14967,H3Kac,SAHA 05 um
4935,3.2926,0.70989,1.3553,H3 Total,SAHA 05 um
4937,1.4213,1.0129,0.27831,H3Kac,SAHA 05 um
4938,1.1636,0.28899,3.2734,H3 Total,SAHA 05 um
4939,0.058883,0.18214,1.4949,H3 Total,SAHA 05 um
4940,1.8572,1.0182,2.1774,H3 Total,SAHA 05 um
4941,3.4387,0.49643,1.3144,H3 Total,SAHA 05 um
4943,2.2403,0.45651,0.98722,H3Kac,SAHA 05 um
4944,1.8946,0.32281,1.5291,H3 Total,SAHA 05 um
4945,3.2978,0.26534,1.2251,H3 Total,SAHA 05 um
4946,2.705,0.58437,2.3461,H3 Total,SAHA 05 um
4947,2.1543,0.37636,1.0323,H3 Total,SAHA 05 um
4949,2.3519,0.24321,1.1417,H3 Total,SAHA 05 um
4951,0.47967,2.0097,1.1623,H3 Total,SAHA 05 um
4952,3.4511,0.5993,2.051,H3 Total,SAHA 05 um
4953,2.1465,0.28165,1.3137,H3 Total,SAHA 05 um
4955,2.9723,0.30145,2.2693,H3 Total,SAHA 05 um
4956,2.1664,0.31207,1.3616,H3 Total,SAHA 05 um
4957,2.6475,0.24645,1.4542,H3 Total,SAHA 05 um
4958,3.4934,0.50988,1.0934,H3 Total,SAHA 05 um
4959,1.5861,0.22574,0.95448,H3Kac,SAHA 05 um
4960,1.8349,0.15296,0.80854,H3Kac,SAHA 05 um
4962,1.8665,0.24713,1.1922,H3 Total,SAHA 05 um
4963,2.3814,0.33787,1.5127,H3 Total,SAHA 05 um
4966,2.2083,0.22658,1.6449,H3 Total,SAHA 05 um
4967,0.39742,0.27404,3.1195,H3 Total,SAHA 05 um
4968,2.8857,1.9038,1.4008,H3 Total,SAHA 05 um
4969,3.423,0.23361,0.87927,H3Kac,SAHA 05 um
4971,0.2901,1.796,2.4034,H3 Total,SAHA 05 um
4973,2.159,0.78804,0.62936,H3Kac,SAHA 05 um
4974,1.4474,0.79834,0.18979,H3Kac,SAHA 05 um
4975,1.549,0.34812,1.1464,H3 Total,SAHA 05 um
4977,3.0087,0.29493,2.3796,H3 Total,SAHA 05 um
4980,2.0895,0.26208,1.1196,H3 Total,SAHA 05 um
4981,3.7635,0.67991,2.3865,H3 Total,SAHA 05 um
4982,2.2954,0.73739,0.84005,H3Kac,SAHA 05 um
4985,1.1379,0.81448,2.301,H3 Total,SAHA 05 um
4986,2.2051,1.2253,1.8518,H3 Total,SAHA 05 um
4987,1.0819,0.26161,1.6273,H3 Total,SAHA 05 um
4989,3.0309,0.73501,1.708,H3 Total,SAHA 05 um
4990,1.4038,0.26761,1.3631,H3 Total,SAHA 05 um
4991,0.94524,0.19973,0.70194,H3Kac,SAHA 05 um
4992,2.8499,0.30112,2.0068,H3 Total,SAHA 05 um
4994,3.9134,0.60749,1.4063,H3 Total,SAHA 05 um
4995,1.4537,0.25641,1.0906,H3 Total,SAHA 05 um
4996,2.866,0.57643,1.9689,H3 Total,SAHA 05 um
4997,2.8943,0.40327,1.9952,H3 Total,SAHA 05 um
4998,2.4069,0.14604,1.1771,H3 Total,SAHA 05 um
4999,2.2035,1.0572,0.89735,H3Kac,SAHA 05 um
5000,2.0063,0.30521,1.2964,H3 Total,SAHA 05 um
5002,1.7782,0.31377,1.6087,H3 Total,SAHA 05 um
5003,2.3128,0.35376,1.2907,H3 Total,SAHA 05 um
5004,0.94033,0.20822,0.96945,H3Kac,SAHA 05 um
5005,1.8571,1.5686,0.98456,H3Kac,SAHA 05 um
5006,3.9134,0.88803,1.8235,H3 Total,SAHA 05 um
5007,3.398,0.24506,1.7316,H3 Total,SAHA 05 um
5008,2.6566,0.4777,1.8889,H3 Total,SAHA 05 um
5009,2.2776,0.95938,2.2045,H3 Total,SAHA 05 um
5010,3.1608,0.49662,2.717,H3 Total,SAHA 05 um
5013,2.6765,0.29732,1.1841,H3 Total,SAHA 05 um
5014,2.1588,0.16579,1.6354,H3 Total,SAHA 05 um
5016,3.222,0.48033,1.8874,H3 Total,SAHA 05 um
5017,2.9625,0.63069,0.75168,H3Kac,SAHA 05 um
5019,1.2105,0.85361,0.46012,H3Kac,SAHA 05 um
5021,3.3152,0.2953,1.6003,H3 Total,SAHA 05 um
5022,1.8035,0.33463,0.91067,H3Kac,SAHA 05 um
5023,1.0908,0.2528,2.1856,H3 Total,SAHA 05 um
5024,1.9064,0.89976,0.36431,H3Kac,SAHA 05 um
5025,3.3811,0.21621,0.86653,H3Kac,SAHA 05 um
5026,1.5062,0.24371,1.6999,H3 Total,SAHA 05 um
5027,1.3907,0.44634,2.3716,H3 Total,SAHA 05 um
5028,2.9974,0.28038,0.79769,H3Kac,SAHA 05 um
5030,3.0213,0.38365,3.2995,H3 Total,SAHA 05 um
5031,3.0771,0.40629,0.64463,H3Kac,SAHA 05 um
5032,1.6164,0.68767,0.92801,H3Kac,SAHA 05 um
5033,1.5466,1.4466,1.2194,H3 Total,SAHA 05 um
5034,1.6054,0.62561,1.7814,H3 Total,SAHA 05 um
5037,2.9606,0.59696,1.3027,H3 Total,SAHA 05 um
5038,2.0581,0.44722,2.7478,H3 Total,SAHA 05 um
5039,1.4784,0.81675,0.96567,H3Kac,SAHA 05 um
5040,2.9623,0.85957,2.8793,H3 Total,SAHA 05 um
5041,2.1304,0.2696,0.98138,H3Kac,SAHA 05 um
5042,1.3555,0.29623,1.6057,H3 Total,SAHA 05 um
5043,3.6554,0.23066,2.4228,H3 Total,SAHA 05 um
5044,1.3785,0.75895,0.36855,H3Kac,SAHA 05 um
5045,2.6924,0.46865,1.3857,H3 Total,SAHA 05 um
5046,2.3186,0.64775,1.2516,H3 Total,SAHA 05 um
5049,3.0307,0.25469,1.6826,H3 Total,SAHA 05 um
5052,2.4651,0.3434,0.76048,H3Kac,SAHA 05 um
5054,0.56791,0.5198,0.25155,H3Kac,SAHA 05 um
5055,0.74081,0.49244,2.3479,H3 Total,SAHA 05 um
5056,1.6958,0.24351,0.97673,H3Kac,SAHA 05 um
5057,1.4812,0.31963,2.5974,H3 Total,SAHA 05 um
5058,2.8457,0.35205,1.9417,H3 Total,SAHA 05 um
5060,0.83788,0.17998,1.0874,H3 Total,SAHA 05 um
5061,1.484,0.41725,1.02,H3 Total,SAHA 05 um
5062,2.1995,0.32767,0.88514,H3Kac,SAHA 05 um
5063,1.3844,0.22752,0.093483,H3Kac,SAHA 05 um
5065,3.2721,0.3939,1.3756,H3 Total,SAHA 05 um
5066,0.42464,0.9663,2.0288,H3 Total,SAHA 05 um
5067,2.8609,0.27881,1.1578,H3 Total,SAHA 05 um
5069,2.5442,0.48823,1.2791,H3 Total,SAHA 05 um
5070,2.407,1.644,2.3414,H3 Total,SAHA 05 um
5071,2.2973,0.45345,0.88066,H3Kac,SAHA 05 um
5072,0.060143,1.7007,3.0904,H3 Total,SAHA 05 um
5074,3.706,1.808,1.7388,H3 Total,SAHA 05 um
5075,1.2914,0.25953,1.4724,H3 Total,SAHA 05 um
5076,3.5527,0.4918,1.7855,H3 Total,SAHA 05 um
5078,0.81272,0.46006,0.9386,H3Kac,SAHA 05 um
5079,1.3912,0.24264,2.1561,H3 Total,SAHA 05 um
5080,0.035796,1.7926,2.9588,H3 Total,SAHA 05 um
5081,1.8606,0.22696,2.0815,H3 Total,SAHA 05 um
5082,1.969,0.53152,0.92095,H3Kac,SAHA 05 um
5086,1.6753,0.41625,3.2059,H3 Total,SAHA 05 um
5087,1.0946,0.5309,3.0067,H3 Total,SAHA 05 um
5088,1.058,0.57621,1.3407,H3 Total,SAHA 05 um
5090,1.4269,0.21585,0.9276,H3Kac,SAHA 05 um
5091,0.25161,0.98807,1.0198,H3 Total,SAHA 05 um
5092,2.7594,0.20238,0.85274,H3Kac,SAHA 05 um
5093,1.9071,1.6087,1.2113,H3 Total,SAHA 05 um
5094,2.2493,0.45155,1.7509,H3 Total,SAHA 05 um
5095,2.8086,0.58348,1.6397,H3 Total,SAHA 05 um
5096,2.2869,0.25448,1.192,H3 Total,SAHA 05 um
5097,2.9813,0.3031,1.1135,H3 Total,SAHA 05 um
5098,1.0712,1.4072,1.2009,H3 Total,SAHA 05 um
5099,2.7612,0.88803,1.5614,H3 Total,SAHA 05 um
5100,1.6526,0.1989,1.7401,H3 Total,SAHA 05 um
5102,2.3476,0.83486,0.95229,H3Kac,SAHA 05 um
5103,1.6721,0.30596,1.8962,H3 Total,SAHA 05 um
5107,1.709,0.23047,1.1216,H3 Total,SAHA 05 um
5110,1.3212,0.62102,0.16995,H3Kac,SAHA 05 um
5111,2.695,0.30434,3.214,H3 Total,SAHA 05 um
5112,1.8219,0.23101,1.422,H3 Total,SAHA 05 um
5115,2.8857,0.31989,2.2464,H3 Total,SAHA 05 um
5117,2.5492,0.24928,1.2092,H3 Total,SAHA 05 um
5119,1.8106,0.94574,1.9548,H3 Total,SAHA 05 um
5124,2.0438,0.3539,3.4379,H3 Total,SAHA 05 um
5125,1.1451,0.2298,0.8505,H3Kac,SAHA 05 um
5128,3.2588,1.971,2.5208,H3 Total,SAHA 05 um
5130,2.0485,0.22326,2.4013,H3 Total,SAHA 05 um
5134,2.1615,0.41053,0.83803,H3Kac,SAHA 05 um
5136,1.9857,1.9581,0.15433,H3Kac,SAHA 05 um
5139,2.3738,0.28096,1.1015,H3 Total,SAHA 05 um
5142,2.8392,0.49818,1.3371,H3 Total,SAHA 05 um
5143,2.3512,0.2122,2.0049,H3 Total,SAHA 05 um
5145,2.6651,0.60111,1.6978,H3 Total,SAHA 05 um
5146,2.5208,0.24134,1.264,H3 Total,SAHA 05 um
5147,1.3421,0.36796,1.2731,H3 Total,SAHA 05 um
5149,2.0886,0.25239,2.0567,H3 Total,SAHA 05 um
5151,2.2354,0.16178,1.3875,H3 Total,SAHA 05 um
5152,1.8863,1.9306,1.9811,H3 Total,SAHA 05 um
5154,2.5299,0.85712,0.45531,H3Kac,SAHA 05 um
5155,1.9624,0.73185,1.3033,H3 Total,SAHA 05 um
5156,0.72886,0.19739,1.8786,H3 Total,SAHA 05 um
5157,2.6706,0.22344,1.9952,H3 Total,SAHA 05 um
5159,3.0871,1.606,1.8806,H3 Total,SAHA 05 um
5160,1.4695,0.23509,1.3855,H3 Total,SAHA 05 um
5161,1.8609,0.53255,2.2682,H3 Total,SAHA 05 um
5163,2.1173,0.88574,0.4936,H3Kac,SAHA 05 um
5164,2.9345,0.65515,1.1476,H3 Total,SAHA 05 um
5165,2.0085,0.43747,1.4038,H3 Total,SAHA 05 um
5166,0.31342,0.37424,1.8351,H3 Total,SAHA 05 um
5167,3.4316,0.33192,1.6269,H3 Total,SAHA 05 um
5168,1.3149,0.22524,0.98499,H3Kac,SAHA 05 um
5170,2.925,1.7046,2.2256,H3 Total,SAHA 05 um
5172,0.067723,0.84323,1.2216,H3 Total,SAHA 05 um
5173,3.2536,0.49238,2.1646,H3 Total,SAHA 05 um
5174,0.66135,0.93582,0.70501,H3Kac,SAHA 05 um
5175,1.9898,0.74189,0.45531,H3Kac,SAHA 05 um
5176,2.9621,0.31872,2.5697,H3 Total,SAHA 05 um
5177,1.7724,0.88903,1.0101,H3Kac,SAHA 05 um
5179,0.31571,1.7952,3.389,H3 Total,SAHA 05 um
5181,3.7341,0.58637,1.8351,H3 Total,SAHA 05 um
5184,1.8183,0.23235,2.3153,H3 Total,SAHA 05 um
5186,1.6517,0.18043,1.0994,H3 Total,SAHA 05 um
5188,2.3339,0.34508,1.5055,H3 Total,SAHA 05 um
5189,1.9186,0.20615,0.75008,H3Kac,SAHA 05 um
5191,2.1894,0.41344,2.246,H3 Total,SAHA 05 um
5192,0.07712,1.6253,1.304,H3 Total,SAHA 05 um
5196,3.1845,0.21318,2.4435,H3 Total,SAHA 05 um
5197,1.5416,0.31794,1.8951,H3 Total,SAHA 05 um
5200,1.688,0.25423,1.3789,H3 Total,SAHA 05 um
5202,2.9794,0.61653,1.741,H3 Total,SAHA 05 um
5203,1.6359,0.22602,0.94699,H3Kac,SAHA 05 um
5204,2.3234,0.23412,1.5897,H3 Total,SAHA 05 um
5207,1.8364,0.27494,2.4395,H3 Total,SAHA 05 um
5209,2.1053,0.23692,2.1609,H3 Total,SAHA 05 um
5210,3.4773,0.56548,1.0585,H3 Total,SAHA 05 um
5211,1.557,0.53138,0.18405,H3Kac,SAHA 05 um
5214,2.642,1.4768,1.6599,H3 Total,SAHA 05 um
5215,2.0649,0.64495,1.905,H3 Total,SAHA 05 um
5216,1.5042,0.21397,0.95573,H3Kac,SAHA 05 um
5217,3.5578,0.16765,2.5114,H3 Total,SAHA 05 um
5220,3.3868,0.3939,1.4591,H3 Total,SAHA 05 um
5221,0.8663,0.99926,0.52702,H3Kac,SAHA 05 um
5222,1.2688,0.19011,1.0967,H3 Total,SAHA 05 um
5223,3.3082,1.4832,1.4212,H3 Total,SAHA 05 um
5225,2.536,0.33008,1.007,H3Kac,SAHA 05 um
5227,3.019,0.28592,1.8207,H3 Total,SAHA 05 um
5228,2.9592,1.5082,0.88325,H3Kac,SAHA 05 um
5229,1.2657,0.74633,0.68357,H3Kac,SAHA 05 um
5230,2.3865,0.52506,1.0693,H3 Total,SAHA 05 um
5231,2.3874,1.0486,1.2907,H3 Total,SAHA 05 um
5232,0.40927,1.1859,1.1613,H3 Total,SAHA 05 um
5233,2.0013,0.29744,3.318,H3 Total,SAHA 05 um
5235,2.307,1.0313,1.9436,H3 Total,SAHA 05 um
5236,2.4896,0.23816,1.5097,H3 Total,SAHA 05 um
5237,2.0262,0.29615,2.2317,H3 Total,SAHA 05 um
5239,3.0715,0.32554,1.3867,H3 Total,SAHA 05 um
5240,0.69066,0.34321,1.263,H3 Total,SAHA 05 um
5241,1.224,0.37114,1.4167,H3 Total,SAHA 05 um
5242,2.8175,0.34869,2.5549,H3 Total,SAHA 05 um
5243,3.913,1.4413,1.7007,H3 Total,SAHA 05 um
5245,1.1169,0.32847,1.3127,H3 Total,SAHA 05 um
5247,2.1511,0.25028,1.21,H3 Total,SAHA 05 um
5248,3.1183,0.369,1.552,H3 Total,SAHA 05 um
5249,2.9899,0.2016,2.5046,H3 Total,SAHA 05 um
5250,1.4733,0.32277,1.653,H3 Total,SAHA 05 um
5252,2.318,0.48008,3.1176,H3 Total,SAHA 05 um
5253,3.035,0.95146,1.8581,H3 Total,SAHA 05 um
5254,1.0844,0.28718,1.2042,H3 Total,SAHA 05 um
5255,2.7746,0.34466,1.5395,H3 Total,SAHA 05 um
5256,0.053201,1.2254,2.8096,H3 Total,SAHA 05 um
5257,1.6977,0.40166,1.7944,H3 Total,SAHA 05 um
5259,1.8737,0.34298,3.0635,H3 Total,SAHA 05 um
5260,1.8081,0.24381,2.2874,H3 Total,SAHA 05 um
5261,1.9744,0.28804,0.75356,H3Kac,SAHA 05 um
5262,2.1605,0.20998,1.3904,H3 Total,SAHA 05 um
5263,2.0739,0.34643,2.4597,H3 Total,SAHA 05 um
5266,1.7502,0.28663,2.4714,H3 Total,SAHA 05 um
5267,1.4602,0.26651,1.0608,H3 Total,SAHA 05 um
5269,2.3467,0.26457,2.6769,H3 Total,SAHA 05 um
5275,1.6995,0.2755,2.1319,H3 Total,SAHA 05 um
5276,0.77606,0.20856,1.0585,H3 Total,SAHA 05 um
5277,2.7652,0.29635,2.0721,H3 Total,SAHA 05 um
5278,2.8773,0.24395,1.3546,H3 Total,SAHA 05 um
5280,3.1618,0.40759,2.1213,H3 Total,SAHA 05 um
5281,2.4411,0.30755,1.3086,H3 Total,SAHA 05 um
5282,1.1515,0.53701,0.98403,H3Kac,SAHA 05 um
5283,1.8579,0.77463,1.4052,H3 Total,SAHA 05 um
5285,2.6,0.83409,0.15687,H3Kac,SAHA 05 um
5286,0.60756,1.6068,0.20532,H3Kac,SAHA 05 um
5287,2.0375,0.39185,1.9409,H3 Total,SAHA 05 um
5288,3.2266,0.85284,1.5291,H3 Total,SAHA 05 um
5291,0.64818,0.54534,1.9662,H3 Total,SAHA 05 um
5293,1.4555,0.28176,1.3745,H3 Total,SAHA 05 um
5294,2.0693,0.22668,1.5219,H3 Total,SAHA 05 um
5295,2.3603,0.25684,1.286,H3 Total,SAHA 05 um
5297,2.201,0.28409,2.7639,H3 Total,SAHA 05 um
5298,1.96,0.22866,0.94491,H3Kac,SAHA 05 um
5299,1.7274,0.37783,0.89775,H3Kac,SAHA 05 um
5300,2.1075,0.2899,1.2745,H3 Total,SAHA 05 um
5301,0.85737,0.39877,1.0487,H3 Total,SAHA 05 um
5302,0.33083,0.44587,1.0751,H3 Total,SAHA 05 um
5303,2.9485,0.38514,1.5018,H3 Total,SAHA 05 um
5305,2.3396,0.20444,0.9817,H3Kac,SAHA 05 um
5306,1.6825,0.55314,2.0624,H3 Total,SAHA 05 um
5308,1.7828,0.77545,0.32225,H3Kac,SAHA 05 um
5311,1.4116,0.3462,2.0413,H3 Total,SAHA 05 um
5312,2.6474,0.29578,1.6494,H3 Total,SAHA 05 um
5314,2.3832,0.39596,0.87086,H3Kac,SAHA 05 um
5316,2.2057,0.21657,1.0555,H3 Total,SAHA 05 um
5317,3.3386,0.85947,1.911,H3 Total,SAHA 05 um
5318,2.6061,0.25204,1.4816,H3 Total,SAHA 05 um
5319,2.4864,0.37661,1.3951,H3 Total,SAHA 05 um
5321,2.0348,0.34503,1.0628,H3 Total,SAHA 05 um
5322,2.124,0.38068,2.2493,H3 Total,SAHA 05 um
5323,1.6271,0.32317,3.3902,H3 Total,SAHA 05 um
5326,2.0448,0.26823,1.3834,H3 Total,SAHA 05 um
5327,3.1014,1.0269,3.3239,H3 Total,SAHA 05 um
5328,1.6985,1.2971,3.4826,H3 Total,SAHA 05 um
5331,3.2433,0.60726,1.0106,H3Kac,SAHA 05 um
5332,2.1746,0.53337,2.6268,H3 Total,SAHA 05 um
5334,2.5921,0.33058,1.5813,H3 Total,SAHA 05 um
5338,3.2004,0.27709,1.3949,H3 Total,SAHA 05 um
5339,2.3152,0.9386,1.2411,H3 Total,SAHA 05 um
5342,3.6018,0.32968,1.592,H3 Total,SAHA 05 um
5343,3.3558,0.35707,1.3884,H3 Total,SAHA 05 um
5345,2.7772,0.54367,1.0033,H3Kac,SAHA 05 um
5349,2.6143,0.21039,1.7818,H3 Total,SAHA 05 um
5350,1.6603,0.29477,1.7926,H3 Total,SAHA 05 um
5352,0.72808,0.84594,0.49437,H3Kac,SAHA 05 um
5353,2.6883,1.2906,1.5318,H3 Total,SAHA 05 um
5354,2.394,0.77053,1.5626,H3 Total,SAHA 05 um
5356,0.035877,1.3584,3.26,H3 Total,SAHA 05 um
5358,2.1161,0.29281,1.6401,H3 Total,SAHA 05 um
5361,2.9422,0.39138,1.1978,H3 Total,SAHA 05 um
5362,1.4969,0.51439,1.2363,H3 Total,SAHA 05 um
5363,0.40352,0.63898,1.3115,H3 Total,SAHA 05 um
5364,3.3298,0.82415,1.4174,H3 Total,SAHA 05 um
5365,2.7526,0.24955,2.9494,H3 Total,SAHA 05 um
5368,1.7092,0.35448,1.7585,H3 Total,SAHA 05 um
5369,2.8115,0.4136,1.128,H3 Total,SAHA 05 um
5370,1.7604,0.626,2.5132,H3 Total,SAHA 05 um
5371,1.2645,1.1936,1.0733,H3 Total,SAHA 05 um
5372,2.6249,0.13227,2.0174,H3 Total,SAHA 05 um
5373,0.91387,0.46884,1.0287,H3 Total,SAHA 05 um
5374,1.0778,0.25708,1.9038,H3 Total,SAHA 05 um
5376,0.73325,0.23441,1.1414,H3 Total,SAHA 05 um
5378,2.6805,0.31219,1.2324,H3 Total,SAHA 05 um
5379,2.529,0.27889,1.6216,H3 Total,SAHA 05 um
5381,1.9834,1.2123,1.7978,H3 Total,SAHA 05 um
5382,3.2342,1.6315,1.0282,H3 Total,SAHA 05 um
5383,1.187,0.65491,1.0256,H3 Total,SAHA 05 um
5384,2.6467,0.24699,1.2132,H3 Total,SAHA 05 um
5386,1.0844,0.76292,1.2916,H3 Total,SAHA 05 um
5387,2.6084,0.26662,1.7495,H3 Total,SAHA 05 um
5388,1.6478,0.31334,1.5356,H3 Total,SAHA 05 um
5389,2.052,1.6312,1.0143,H3 Total,SAHA 05 um
5392,0.68358,0.56996,0.24044,H3Kac,SAHA 05 um
5393,3.4999,0.56203,1.2473,H3 Total,SAHA 05 um
5394,2.2924,0.37813,2.6815,H3 Total,SAHA 05 um
5395,1.2599,0.39543,1.6734,H3 Total,SAHA 05 um
5397,2.661,1.5399,1.4303,H3 Total,SAHA 05 um
5398,2.2458,0.43817,2.4766,H3 Total,SAHA 05 um
5400,1.542,0.35823,1.0291,H3 Total,SAHA 05 um
5401,1.6025,0.15262,1.0934,H3 Total,SAHA 05 um
5403,2.7905,0.27539,1.1771,H3 Total,SAHA 05 um
5405,2.85,0.39612,1.3831,H3 Total,SAHA 05 um
5406,1.1867,0.35919,1.1769,H3 Total,SAHA 05 um
5407,0.7229,0.29651,2.2455,H3 Total,SAHA 05 um
5408,0.75917,0.20661,0.94139,H3Kac,SAHA 05 um
5412,0.53081,1.8986,0.33418,H3Kac,SAHA 05 um
5413,1.2027,0.19888,2.2076,H3 Total,SAHA 05 um
5414,1.079,0.36109,1.304,H3 Total,SAHA 05 um
5415,2.5181,0.34076,1.2705,H3 Total,SAHA 05 um
5416,0.90995,0.35789,1.6795,H3 Total,SAHA 05 um
5417,2.6485,0.89705,1.4911,H3 Total,SAHA 05 um
5418,0.69848,0.18947,0.86506,H3Kac,SAHA 05 um
5419,2.4048,0.4772,1.5193,H3 Total,SAHA 05 um
5420,2.4439,1.361,0.79685,H3Kac,SAHA 05 um
5422,2.4778,0.17848,1.4519,H3 Total,SAHA 05 um
5423,3.534,0.30696,1.3366,H3 Total,SAHA 05 um
5424,3.1476,0.20062,1.4816,H3 Total,SAHA 05 um
5425,3.5479,0.43927,1.7136,H3 Total,SAHA 05 um
5426,2.5819,1.0205,2.1332,H3 Total,SAHA 05 um
5427,2.1074,0.25423,2.3028,H3 Total,SAHA 05 um
5428,3.8469,0.47583,1.2958,H3 Total,SAHA 05 um
5429,1.4667,0.30392,1.1956,H3 Total,SAHA 05 um
5430,1.2779,0.25928,1.8378,H3 Total,SAHA 05 um
5432,1.7061,0.35309,0.92217,H3Kac,SAHA 05 um
5433,2.9178,0.28323,3.1698,H3 Total,SAHA 05 um
5434,2.7591,0.21618,1.0316,H3 Total,SAHA 05 um
5435,3.1842,0.25187,0.83351,H3Kac,SAHA 05 um
5436,2.5703,0.42171,1.2545,H3 Total,SAHA 05 um
5437,1.731,0.23345,1.0582,H3 Total,SAHA 05 um
5438,0.085549,0.21365,1.0256,H3 Total,SAHA 05 um
5440,0.94025,0.23578,0.61361,H3Kac,SAHA 05 um
5442,2.1692,1.0486,0.96704,H3Kac,SAHA 05 um
5443,2.7258,0.59075,3.4885,H3 Total,SAHA 05 um
5445,0.028336,1.2654,3.4787,H3 Total,SAHA 05 um
5448,2.2087,0.17587,1.0457,H3 Total,SAHA 05 um
5449,3.9127,1.0827,0.92893,H3Kac,SAHA 05 um
5450,0.46796,0.34007,1.1994,H3 Total,SAHA 05 um
5452,2.8269,0.35124,1.162,H3 Total,SAHA 05 um
5454,1.7408,0.37981,2.7466,H3 Total,SAHA 05 um
5456,3.2131,0.6133,2.3701,H3 Total,SAHA 05 um
5458,3.2,1.4322,3.7305,H3 Total,SAHA 05 um
5459,2.253,0.38149,1.6902,H3 Total,SAHA 05 um
5460,0.8928,0.52303,0.12412,H3Kac,SAHA 05 um
5462,2.6497,0.90057,2.1031,H3 Total,SAHA 05 um
5463,3.9133,0.56562,1.6531,H3 Total,SAHA 05 um
5465,2.8024,0.34391,2.564,H3 Total,SAHA 05 um
5467,2.7918,1.9727,1.7042,H3 Total,SAHA 05 um
5470,3.0045,1.3781,1.2602,H3 Total,SAHA 05 um
5473,3.9133,1.808,2.1467,H3 Total,SAHA 05 um
5474,0.69048,1.0399,0.65088,H3Kac,SAHA 05 um
5475,2.7751,0.36815,0.95688,H3Kac,SAHA 05 um
5476,2.8793,0.48089,3.5745,H3 Total,SAHA 05 um
5477,3.0812,0.23312,1.5654,H3 Total,SAHA 05 um
5480,2.9712,1.8763,1.3289,H3 Total,SAHA 05 um
5481,2.7458,0.29293,1.0469,H3 Total,SAHA 05 um
5482,2.493,0.30805,1.074,H3 Total,SAHA 05 um
5484,1.8581,0.39264,2.9125,H3 Total,SAHA 05 um
5485,3.2246,0.64927,1.9846,H3 Total,SAHA 05 um
5486,1.5434,0.34699,1.2267,H3 Total,SAHA 05 um
5489,1.7156,0.47801,1.9279,H3 Total,SAHA 05 um
5490,2.8301,0.27516,0.89013,H3Kac,SAHA 05 um
5492,1.9741,0.27824,0.92299,H3Kac,SAHA 05 um
5494,1.8061,0.87679,0.61777,H3Kac,SAHA 05 um
5495,2.0288,0.27709,1.4185,H3 Total,SAHA 05 um
5499,1.345,0.4519,0.6966,H3Kac,SAHA 05 um
5500,1.1969,0.25996,0.93253,H3Kac,SAHA 05 um
5502,2.3677,1.6681,1.2706,H3 Total,SAHA 05 um
5503,1.3912,0.44031,1.397,H3 Total,SAHA 05 um
5504,1.7429,0.258,1.1565,H3 Total,SAHA 05 um
5505,2.9893,1.225,1.6134,H3 Total,SAHA 05 um
5507,2.5382,0.27539,3.2561,H3 Total,SAHA 05 um
5508,3.1831,0.23747,2.7232,H3 Total,SAHA 05 um
5509,3.0723,0.28432,2.1659,H3 Total,SAHA 05 um
5510,2.812,0.43206,2.6991,H3 Total,SAHA 05 um
5511,2.401,0.83957,1.4926,H3 Total,SAHA 05 um
5517,1.4375,0.26706,2.2103,H3 Total,SAHA 05 um
5519,1.9494,1.3401,0.6977,H3Kac,SAHA 05 um
5521,2.8715,0.42825,1.1311,H3 Total,SAHA 05 um
5523,3.0119,0.2755,1.2279,H3 Total,SAHA 05 um
5524,2.8449,0.55939,2.8631,H3 Total,SAHA 05 um
5526,2.5685,0.46121,1.4907,H3 Total,SAHA 05 um
5527,3.3564,0.76003,1.747,H3 Total,SAHA 05 um
5528,1.6082,0.19982,1.1744,H3 Total,SAHA 05 um
5529,2.9601,0.41267,1.629,H3 Total,SAHA 05 um
5530,1.5424,0.39416,1.0059,H3Kac,SAHA 05 um
5531,2.2321,1.2903,1.5476,H3 Total,SAHA 05 um
5532,3.5741,0.76826,1.6455,H3 Total,SAHA 05 um
5536,1.2574,0.65693,0.3959,H3Kac,SAHA 05 um
5539,2.6539,0.24536,0.96263,H3Kac,SAHA 05 um
5541,1.5528,0.5011,0.13177,H3Kac,SAHA 05 um
5542,2.1585,0.16988,1.6029,H3 Total,SAHA 05 um
5543,2.6855,0.76935,1.5886,H3 Total,SAHA 05 um
5545,2.831,0.54158,0.80601,H3Kac,SAHA 05 um
